image_path,race,label
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adelina_Avila/Adelina_Avila_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adisai_Bodharamik/Adisai_Bodharamik_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adoor_Gopalakarishnan/Adoor_Gopalakarishnan_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_Annus/Adrian_Annus_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_Fernandez/Adrian_Fernandez_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_McPherson/Adrian_McPherson_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_McPherson/Adrian_McPherson_0002.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_Murrell/Adrian_Murrell_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_Nastase/Adrian_Nastase_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrian_Nastase/Adrian_Nastase_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adriana_Lima/Adriana_Lima_0001.jpg,indian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adriana_Perez_Navarro/Adriana_Perez_Navarro_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrianna_Zuzic/Adrianna_Zuzic_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0003.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0004.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0005.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0006.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0007.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0008.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0009.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0010.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0011.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adrien_Brody/Adrien_Brody_0012.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Afton_Smith/Afton_Smith_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Agbani_Darego/Agbani_Darego_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Agnes_Bruckner/Agnes_Bruckner_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmad_Masood/Ahmad_Masood_0001.jpg,indian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmad_Masood/Ahmad_Masood_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Chalabi/Ahmed_Chalabi_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Chalabi/Ahmed_Chalabi_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Chalabi/Ahmed_Chalabi_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Chalabi/Ahmed_Chalabi_0004.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Chalabi/Ahmed_Chalabi_0005.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Ghazi/Ahmed_Ghazi_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Ibrahim_Bilal/Ahmed_Ibrahim_Bilal_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Lopez/Ahmed_Lopez_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmed_Qureia/Ahmed_Qureia_0001.jpg,indian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmet_Demir/Ahmet_Demir_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aidan_Quinn/Aidan_Quinn_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ain_Seppik/Ain_Seppik_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ainsworth_Dyer/Ainsworth_Dyer_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aishwarya_Rai/Aishwarya_Rai_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aiysha_Smith/Aiysha_Smith_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Ajit_Agarkar/Ajit_Agarkar_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akbar_Al_Baker/Akbar_Al_Baker_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akiko_Morigami/Akiko_Morigami_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Akmal_Taher/Akmal_Taher_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Cardenas/Al_Cardenas_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Davis/Al_Davis_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Davis/Al_Davis_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Gore/Al_Gore_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Gore/Al_Gore_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Al_Gore/Al_Gore_0003.jpg,white,0
